run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes,observation_loss_rate_requested,generated_event_count,observed_event_count,dropped_event_count,actual_observation_loss_rate,generated_legit_event_count,observed_legit_event_count,dropped_legit_event_count,actual_legit_observation_loss_rate,generated_background_event_count,observed_background_event_count,dropped_background_event_count,actual_background_observation_loss_rate,generated_attack_event_count,observed_attack_event_count,dropped_attack_event_count,actual_attack_observation_loss_rate,offered_legit_resolution_rate,observed_legit_resolution_rate,false_defer_observed_legit_rate,reserve_grant_background_count,duplicate_filter_background_count,cache_hit_background_count,host_scan_background_count,budget_skip_background_count
m13_main_e15_l0_d100_s20260616,P3-Persist,True,300,1500,1347707,565.07631,0.954,0,0.0,0.0,0.0,100.0,100.0,49694.4,0.0512,174,0,0,0,2200,0,7,22541,161724.84,6832,0.0,305949,305949,0,0.0,2500,2500,0,0.0,2568,2568,0,0.0,250132,250132,0,0.0,0.954,0.954,0.0512,0,0,0,35,1875
m13_main_e15_l0_d100_s20260616,P3-NoPersist,True,300,1500,1260008,841.688711,0.5988,0,0.0,0.0,0.0,0.0,0.0,49593.6,0.4012,0,0,0,0,1483,6,56,22543,151200.96,5232,0.0,305949,305949,0,0.0,2500,2500,0,0.0,2568,2568,0,0.0,250132,250132,0,0.0,0.5988,0.5988,0.4012,0,0,0,34,1876
m13_main_e15_l0_d100_s20260616,BudgetDoS,True,300,1500,1261504,835.986746,0.6036,0,0.0,0.0,0.0,0.0,0.0,49593.6,0.3964,0,0,0,0,0,5,991,247672,151380.48,4192,0.0,305949,305949,0,0.0,2500,2500,0,0.0,2568,2568,0,0.0,250132,250132,0,0.0,0.6036,0.6036,0.3964,0,0,0,35,2533
