method,trace_scope,event_count,legit_candidate_event_count,ambient_unknown_event_count,legit_candidate_addr_count,cache_size,duplicate_filter_window_s,budget_window_s,budget_per_window,persist_k,persist_reserve,rl_capacity,legit_rssi_threshold_dbm,d_rv_window_s,d_rv_k,d_rv_ge2_W60_addr_count,d_rv_ge2_W60_legit_addr_count,d_rv_ge2_W60_ambient_addr_count,rl_hit_legit_count,rl_hit_ambient_count,reserve_grant_legit_count,reserve_grant_ambient_count,duplicate_filter_legit_count,duplicate_filter_ambient_count,cache_hit_legit_count,cache_hit_ambient_count,host_scan_legit_count,host_scan_ambient_count,budget_skip_legit_count,budget_skip_ambient_count,ground_truth_note
P3-Persist-real-trace-shim,H2_redmi_k80_controlled_windows,82229,40218,42011,21,64,0.200,60,100,1,8,8,-85,60,2,70,21,49,8,0,0,320,13,6042,39712,0,13,4065,472,31584,controlled-window labels only; no IRK identity ground truth
