config_count,event_count,rl_capacity_values,budget_per_window_values,duplicate_filter_window_s_values,legit_rssi_threshold_dbm_values,legit_candidate_addr_count_min,legit_candidate_addr_count_median,legit_candidate_addr_count_max,legit_candidate_event_count_min,legit_candidate_event_count_median,legit_candidate_event_count_max,d_rv_ge2_W60_legit_addr_count_min,d_rv_ge2_W60_legit_addr_count_median,d_rv_ge2_W60_legit_addr_count_max,rl_hit_legit_count_min,rl_hit_legit_count_median,rl_hit_legit_count_max,duplicate_filter_legit_count_min,duplicate_filter_legit_count_median,duplicate_filter_legit_count_max,cache_hit_legit_count_min,cache_hit_legit_count_median,cache_hit_legit_count_max,host_scan_legit_count_min,host_scan_legit_count_median,host_scan_legit_count_max,budget_skip_legit_count_min,budget_skip_legit_count_median,budget_skip_legit_count_max,reserve_grant_legit_count_min,reserve_grant_legit_count_median,reserve_grant_legit_count_max,duplicate_filter_ambient_count_min,duplicate_filter_ambient_count_median,duplicate_filter_ambient_count_max,host_scan_ambient_count_min,host_scan_ambient_count_median,host_scan_ambient_count_max,budget_skip_ambient_count_min,budget_skip_ambient_count_median,budget_skip_ambient_count_max,reserve_grant_ambient_count_min,reserve_grant_ambient_count_median,reserve_grant_ambient_count_max,legit_non_budget_skip_fraction_min,legit_non_budget_skip_fraction_median,legit_non_budget_skip_fraction_max,legit_resolution_path_fraction_min,legit_resolution_path_fraction_median,legit_resolution_path_fraction_max,ambient_budget_skip_fraction_min,ambient_budget_skip_fraction_median,ambient_budget_skip_fraction_max,ground_truth_note
144,82229,0;4;8,50;100;200,0.100;0.200;0.500;1.000,-90;-85;-80;-75,20,21,23,35585,40218,40335,20,21,23,0,4,8,0,190,1268,34110,39179,40239,12,17,22,9,472,1422,0,0,1,2897,13917,31314,2023,4050,8074,6479,24037,41295,296,320,328,0.962990,0.988045,0.999776,0.959112,0.978766,0.999776,0.154468,0.556061,0.885323,controlled-window labels only; no IRK identity ground truth
