run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
m14_confirm_pool320_r1_p90_dup60_s20260616,P3-Persist,True,300,1500,3780007,2438.714194,0.62274,0.0,0.0,0.0,0,0.0,0.0,146139.84,0.37726,15,4985,311,241912,1524,4,33,64,453600.84,6832
m14_confirm_pool320_r1_p90_dup60_s20260616,BudgetDoS,True,300,1500,1260197,6177.436275,0.081961,0.0,0.0,0.0,0.0,0.0,0.0,45581.76,0.918039,0,0,1565,241912,0,7,720,5739,151223.64,4192
