run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes,observation_loss_rate_requested,generated_event_count,observed_event_count,dropped_event_count,actual_observation_loss_rate,generated_legit_event_count,observed_legit_event_count,dropped_legit_event_count,actual_legit_observation_loss_rate,generated_background_event_count,observed_background_event_count,dropped_background_event_count,actual_background_observation_loss_rate,generated_attack_event_count,observed_attack_event_count,dropped_attack_event_count,actual_attack_observation_loss_rate,offered_legit_resolution_rate,observed_legit_resolution_rate,false_defer_observed_legit_rate,reserve_grant_background_count,duplicate_filter_background_count,cache_hit_background_count,host_scan_background_count,budget_skip_background_count
m13_main_e1_l40_d100_s20260628,P3-Persist,True,300,1500,1307053,1266.524225,0.67761,0.0,0.0,100.0,0,100.0,100.0,49775.04,0.330926,93,0,0,0,743,15,48,13472,156846.36,6832,0.4,305877,183866,122011,0.398889,2586,1523,1063,0.41106,2523,1495,1028,0.407451,249603,149965,99638,0.399186,0.399072,0.67761,0.330926,0,0,0,16,1112
m13_main_e1_l40_d100_s20260628,P3-NoPersist,True,300,1500,1260170,1417.514061,0.583716,0,0.0,0.0,0.0,0.0,0.0,49754.88,0.41694,0,0,0,0,703,16,67,13472,151220.4,5232,0.4,305877,183866,122011,0.398889,2586,1523,1063,0.41106,2523,1495,1028,0.407451,249603,149965,99638,0.399186,0.343774,0.583716,0.41694,0,0,0,16,1112
m13_main_e1_l40_d100_s20260628,BudgetDoS,True,300,1500,1260892,1390.178611,0.595535,0,0.0,0.0,0.0,0.0,0.0,49775.04,0.404465,0,0,0,0,0,15,616,147496,151307.04,4192,0.4,305877,183866,122011,0.398889,2586,1523,1063,0.41106,2523,1495,1028,0.407451,249603,149965,99638,0.399186,0.350735,0.595535,0.404465,0,0,0,16,1479
