suite,m11_experiment,m11_scenario,run_id,duration_s,num_bonded,rl_capacity,background_rpa_rate_per_min,attack_rpa_rate_per_min,unique_attack_rpa,duplicate_filter_window_s,attack_strategy,attack_addr_pool_size,attack_repeats_per_addr,attack_repeat_interval_s,attack_rotation_s,persist_reserve,persist_k,seed,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_attack_event_count,dup_removable_fraction,estimated_energy_uJ,sram_bytes
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260612,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260612,BudgetDoS,True,300,1500,1260181,6529.435233,0.075039,0,0.0,0.0,44896.32,0.924961,0,0,1637,0,0,12,742,247444,249671.0,0.0,151221.72,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260612,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260612,P3-Persist,True,300,1500,1362829,571.177284,0.927683,0.0,0.0,0.0,45097.92,0.07776,204,0,76,0,2168,1,3,22513,24750.0,0.0,163539.48,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260614,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260614,BudgetDoS,True,300,1500,1260195,6207.857143,0.079204,0,0.0,0.0,45964.8,0.920796,0,0,1610,0,0,8,750,247416,249696.0,0.0,151223.4,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260614,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260614,P3-Persist,True,300,1500,1364837,574.184687,0.927429,0,0.0,0.0,46045.44,0.076863,208,0,63,0,2162,2,7,22583,24867.0,0.0,163780.44,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260615,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260615,BudgetDoS,True,300,1500,1260193,6238.579208,0.080671,0.0,0.0,0.0,45702.72,0.919329,0,0,1560,0,0,9,742,247004,249271.0,0.0,151223.16,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260615,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260615,P3-Persist,True,300,1500,1356274,584.348988,0.926917,0,0,0.0,45823.68,0.07508,191,0,67,0,2117,3,9,22520,24793.0,0.0,162752.88,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260616,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260616,BudgetDoS,True,300,1500,1260197,6177.436275,0.081961,0.0,0.0,0.0,45581.76,0.918039,0,0,1565,0,0,7,720,247651,249912.0,0.0,151223.64,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260616,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260616,P3-Persist,True,300,1500,1352745,588.405829,0.923664,0,0.0,0.0,45662.4,0.080755,184,0,73,0,2104,2,6,22439,24704.0,0.0,162329.4,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260617,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260617,BudgetDoS,True,300,1500,1260189,6462.507692,0.078566,0,0.0,0.0,45158.4,0.921434,0,0,1513,0,0,6,774,248344,250584.0,0.0,151222.68,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260617,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260617,P3-Persist,True,300,1500,1365853,596.182017,0.923046,0,0.0,0.0,45239.04,0.081789,210,0,76,0,2066,2,10,22660,24904.0,0.0,163902.36,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260618,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260618,BudgetDoS,True,300,1500,1260190,6300.95,0.080418,0.0,0.0,0.0,45299.52,0.919582,0,0,1548,0,0,10,739,247268,249515.0,0.0,151222.8,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260618,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260618,P3-Persist,True,300,1500,1352245,588.188343,0.924407,0,0.0,0.0,45420.48,0.080016,183,0,71,0,2099,4,5,22568,24821.0,0.0,162269.4,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260619,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260619,BudgetDoS,True,300,1500,1260196,6147.297561,0.079829,0,0.0,0.0,45622.08,0.920171,0,0,1635,0,0,9,728,246989,249252.0,0.0,151223.52,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260619,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260619,P3-Persist,True,300,1500,1360310,570.599832,0.928349,0.0,0.0,0.0,45722.88,0.075935,199,0,76,0,2168,3,10,22666,24934.0,0.0,163237.2,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260620,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260620,BudgetDoS,True,300,1500,1260195,6029.641148,0.082186,0,0.0,0.0,45864.0,0.917814,0,0,1578,0,0,14,756,248245,250520.0,0.0,151223.4,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260620,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260620,P3-Persist,True,300,1500,1356275,570.582667,0.934723,0,0.0,0.0,46025.28,0.071176,191,0,59,0,2169,6,4,22729,25012.0,0.0,162753.0,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260621,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260621,BudgetDoS,True,300,1500,1260183,6495.78866,0.076049,0.0,0.0,0.0,45642.24,0.923951,0,0,1575,0,0,11,782,247971,250235.0,0.0,151221.96,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260621,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260621,P3-Persist,True,300,1500,1368879,572.513174,0.937279,0,0.0,0.0,45722.88,0.068601,216,0,52,0,2155,5,3,22613,24881.0,0.0,164265.48,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260622,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260622,BudgetDoS,True,300,1500,1260192,6332.623116,0.078843,0,0.0,0.0,46166.4,0.921157,0,0,1615,0,0,7,710,247375,249665.0,0.0,151223.04,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260622,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260622,P3-Persist,True,300,1500,1350728,581.9595,0.919572,0,0,0.0,46186.56,0.087163,180,0,94,0,2129,4,4,22523,24814.0,0.0,162087.36,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260623,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260623,BudgetDoS,True,300,1500,1260193,6238.579208,0.078416,0.0,0.0,0.0,46347.84,0.921584,0,0,1630,0,0,9,744,247967,250266.0,0.0,151223.16,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260623,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260623,P3-Persist,True,300,1500,1347198,561.566486,0.931289,0,0.0,0.0,46448.64,0.071817,173,0,63,0,2217,3,5,22613,24917.0,0.0,161663.76,6832
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260624,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260624,BudgetDoS,True,300,1500,1260192,6147.278049,0.078937,0,0.0,0.0,45521.28,0.921063,0,0,1648,0,0,13,744,247799,250057.0,0.0,151223.04,4192
m11_adaptive_adversary,adaptive_adversary,heavy_flood,m11_unique_dup60_s20260624,1800,512,8,1000.0,10000.0,True,60,unique,0,1,0.0,,200,1,20260624,P3-Persist,True,300,1500,1355770,560.004131,0.932229,0,0,0.0,45702.72,0.073546,190,0,64,0,2217,4,6,22713,24980.0,0.0,162692.4,6832
