suite,m4_scenario,run_id,duration_s,num_bonded,rl_capacity,background_rpa_rate_per_min,attack_rpa_rate_per_min,budget_per_window,seed,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260610,1800,512,8,1000.0,10000.0,2500,20260610,StaticRL,True,300,1500,138896375,53690.133359,1.0,0,0.0,0.0,5033488.32,0.0,0,0,0,0,0,1052,0,0,16667565.0,0
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260610,1800,512,8,1000.0,10000.0,2500,20260610,P3-NoPersist,True,300,1500,31500002,13975.156167,0.871279,0.0,0.0,0.0,1142305.92,0.132586,0,0,0,0,2150,102,19,17574,3780000.24,5232
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260610,1800,512,8,1000.0,10000.0,2500,20260610,P3-NoBudget,True,300,1500,138505261,53538.948976,1.0,0,0.0,100.0,5033488.32,0.010437,0,0,0,0,2295,279,0,0,16620631.32,5168
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260611,1800,512,8,1000.0,10000.0,2500,20260611,StaticRL,True,300,1500,139097976,54271.547405,1.0,0,0.0,0.0,5040120.96,0.0,0,0,0,0,0,1027,0,0,16691757.12,0
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260611,1800,512,8,1000.0,10000.0,2500,20260611,P3-NoPersist,True,300,1500,31500002,14131.898609,0.869684,0,0.0,0.0,1143414.72,0.133047,0,0,0,0,2128,99,33,17586,3780000.24,5232
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260611,1800,512,8,1000.0,10000.0,2500,20260611,P3-NoBudget,True,300,1500,138705854,54118.554038,1.0,0,0.0,100.0,5040120.96,0.010535,0,0,0,0,2297,252,0,0,16644702.48,5168
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260612,1800,512,8,1000.0,10000.0,2500,20260612,StaticRL,True,300,1500,138924106,54014.038103,1.0,0.0,0.0,0.0,5033367.36,0.0,0,0,0,0,0,1026,0,0,16670892.72,0
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260612,1800,512,8,1000.0,10000.0,2500,20260612,P3-NoPersist,True,300,1500,31500002,13846.154725,0.884526,0,0.0,0.0,1143717.12,0.117418,0,0,0,0,2178,95,19,17484,3780000.24,5232
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b2500_s20260612,1800,512,8,1000.0,10000.0,2500,20260612,P3-NoBudget,True,300,1500,138546593,53867.260109,1.0,0.0,0.0,0.0,5033367.36,0.005443,0,0,0,0,2275,280,0,0,16625591.16,5168
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260610,1800,512,8,1000.0,10000.0,5000,20260610,StaticRL,True,300,1500,138896375,53690.133359,1.0,0,0.0,0.0,5033488.32,0.0,0,0,0,0,0,1052,0,0,16667565.0,0
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260610,1800,512,8,1000.0,10000.0,5000,20260610,P3-NoPersist,True,300,1500,63000009,26022.30855,0.935833,0,0,0.0,2284994.88,0.069965,0,0,0,0,2274,138,9,12491,7560001.08,5232
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260610,1800,512,8,1000.0,10000.0,5000,20260610,P3-NoBudget,True,300,1500,138505261,53538.948976,1.0,0,0.0,100.0,5033488.32,0.010437,0,0,0,0,2295,279,0,0,16620631.32,5168
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260611,1800,512,8,1000.0,10000.0,5000,20260611,StaticRL,True,300,1500,139097976,54271.547405,1.0,0,0.0,0.0,5040120.96,0.0,0,0,0,0,0,1027,0,0,16691757.12,0
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260611,1800,512,8,1000.0,10000.0,5000,20260611,P3-NoPersist,True,300,1500,63000011,26033.062397,0.944206,0.0,0.0,0.0,2286204.48,0.060086,0,0,0,0,2266,143,18,12419,7560001.32,5232
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260611,1800,512,8,1000.0,10000.0,5000,20260611,P3-NoBudget,True,300,1500,138705854,54118.554038,1.0,0,0.0,100.0,5040120.96,0.010535,0,0,0,0,2297,252,0,0,16644702.48,5168
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260612,1800,512,8,1000.0,10000.0,5000,20260612,StaticRL,True,300,1500,138924106,54014.038103,1.0,0.0,0.0,0.0,5033367.36,0.0,0,0,0,0,0,1026,0,0,16670892.72,0
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260612,1800,512,8,1000.0,10000.0,5000,20260612,P3-NoPersist,True,300,1500,63000005,26033.059917,0.940902,0.0,0.0,0.0,2288200.32,0.062597,0,0,0,0,2264,151,9,12298,7560000.6,5232
m4_budget_sensitivity,heavy_flood,m4budget_heavy_flood_b5000_s20260612,1800,512,8,1000.0,10000.0,5000,20260612,P3-NoBudget,True,300,1500,138546593,53867.260109,1.0,0.0,0.0,0.0,5033367.36,0.005443,0,0,0,0,2275,280,0,0,16625591.16,5168
