suite,m6_review_scenario,run_id,duration_s,num_bonded,rl_capacity,background_rpa_rate_per_min,attack_rpa_rate_per_min,unique_attack_rpa,seed,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260610,1800,512,8,100.0,1000.0,True,20260610,LRU-RL,True,300,1500,14532371,5855.105157,1.0,0.0,0.0,0.0,502750.08,0.0,0,0,0,0,0,1439,0,0,1743884.52,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260610,1800,512,8,100.0,1000.0,True,20260610,Freq-RL,True,300,1500,14328153,5772.825544,1.0,0.0,0.0,0.0,502750.08,0.0,0,0,0,0,0,1033,0,0,1719378.36,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260610,1800,512,8,100.0,1000.0,True,20260610,BudgetDoS,True,300,1500,1261414,833.717118,0.609589,0,0.0,0.0,44049.6,0.390411,0,0,0,0,0,99,969,22753,151369.68,4192
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260610,1800,512,8,100.0,1000.0,True,20260610,AdaptiveRateLimit,True,300,1500,1261463,808.630128,0.628525,0.0,0.0,0.0,44089.92,0.371475,0,0,0,0,0,97,922,22751,151375.56,64
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260610,1800,512,8,100.0,1000.0,True,20260610,Oracle-Offline,True,300,1500,2482,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,297.84,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260610,1800,512,8,100.0,1000.0,True,20260610,P3-NoPersist,True,300,1500,1260004,682.559047,0.743755,0.0,0.0,0.0,44815.68,0.257454,0,0,0,0,1788,54,44,2060,151200.48,5232
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,StaticRL,True,300,1500,14379561,5522.104839,1.0,0.0,0.0,0.0,500532.48,0.0,0,0,0,0,0,1155,0,0,1725547.32,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,Random-RL,True,300,1500,14654702,5627.765745,1.0,0.0,0.0,0.0,500532.48,0.0,0,0,0,0,0,1702,0,0,1758564.24,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,LRU-RL,True,300,1500,14588306,5602.268049,1.0,0.0,0.0,0.0,500532.48,0.0,0,0,0,0,0,1570,0,0,1750596.72,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,Freq-RL,True,300,1500,14384088,5523.843318,1.0,0.0,0.0,0.0,500532.48,0.0,0,0,0,0,0,1164,0,0,1726090.56,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,BudgetDoS,True,300,1500,1261290,902.85612,0.536482,0,0.0,0.0,43444.8,0.463518,0,0,0,0,0,107,1207,22673,151354.8,4192
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,AdaptiveRateLimit,True,300,1500,1261449,820.187906,0.59063,0.0,0.0,0.0,43767.36,0.40937,0,0,0,0,0,89,1066,22657,151373.88,64
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,Oracle-Offline,True,300,1500,2604,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,312.48,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260611,1800,512,8,100.0,1000.0,True,20260611,P3-NoPersist,True,300,1500,1260003,652.513206,0.741551,0,0.0,0.0,44291.52,0.259985,0,0,0,0,1867,61,42,2056,151200.36,5232
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,StaticRL,True,300,1500,14361005,5481.299618,1.0,0.0,0.0,0.0,503778.24,0.0,0,0,0,0,0,1079,0,0,1723320.6,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,Random-RL,True,300,1500,14650230,5591.69084,1.0,0.0,0.0,0.0,503778.24,0.0,0,0,0,0,0,1654,0,0,1758027.6,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,LRU-RL,True,300,1500,14577295,5563.853053,1.0,0.0,0.0,0.0,503778.24,0.0,0,0,0,0,0,1509,0,0,1749275.4,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,Freq-RL,True,300,1500,14367041,5483.603435,1.0,0.0,0.0,0.0,503778.24,0.0,0,0,0,0,0,1091,0,0,1724044.92,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,BudgetDoS,True,300,1500,1261462,807.077415,0.596565,0,0.0,0.0,44130.24,0.403435,0,0,0,0,0,101,1057,22800,151375.44,4192
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,AdaptiveRateLimit,True,300,1500,1261541,770.642028,0.624809,0,0.0,0.0,44231.04,0.375191,0,0,0,0,0,96,983,22795,151384.92,64
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,Oracle-Offline,True,300,1500,2620,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,314.4,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260612,1800,512,8,100.0,1000.0,True,20260612,P3-NoPersist,True,300,1500,1260002,615.836755,0.780916,0.0,0.0,0.0,44674.56,0.220229,0,0,0,0,1972,72,30,2112,151200.24,5232
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,StaticRL,True,300,1500,14523859,5468.320407,1.0,0.0,0.0,0.0,507568.32,0.0,0,0,0,0,0,1053,0,0,1742863.08,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,Random-RL,True,300,1500,14834713,5585.35881,1.0,0.0,0.0,0.0,507568.32,0.0,0,0,0,0,0,1671,0,0,1780165.56,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,LRU-RL,True,300,1500,14739143,5549.37613,1.0,0.0,0.0,0.0,507568.32,0.0,0,0,0,0,0,1481,0,0,1768697.16,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,Freq-RL,True,300,1500,14531404,5471.161145,1.0,0.0,0.0,0.0,507568.32,0.0,0,0,0,0,0,1068,0,0,1743768.48,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,BudgetDoS,True,300,1500,1261471,788.419375,0.60241,0.0,0.0,0.0,43585.92,0.39759,0,0,0,0,0,129,1056,23015,151376.52,4192
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,AdaptiveRateLimit,True,300,1500,1261603,733.490116,0.64759,0.0,0.0,0.0,43787.52,0.35241,0,0,0,0,0,117,936,23005,151392.36,64
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,Oracle-Offline,True,300,1500,2656,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,318.72,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260613,1800,512,8,100.0,1000.0,True,20260613,P3-NoPersist,True,300,1500,1260003,597.440967,0.794051,0,0.0,0.0,44432.64,0.208584,0,0,0,0,2026,80,42,2093,151200.36,5232
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,StaticRL,True,300,1500,14377589,5694.094653,1.0,0,0.0,0.0,506278.08,0.0,0,0,0,0,0,1032,0,0,1725310.68,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,Random-RL,True,300,1500,14676371,5812.424158,1.0,0,0.0,0.0,506278.08,0.0,0,0,0,0,0,1626,0,0,1761164.52,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,LRU-RL,True,300,1500,14583819,5775.769901,1.0,0,0.0,0.0,506278.08,0.0,0,0,0,0,0,1442,0,0,1750058.28,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,Freq-RL,True,300,1500,14378595,5694.493069,1.0,0,0.0,0.0,506278.08,0.0,0,0,0,0,0,1034,0,0,1725431.4,4128
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,BudgetDoS,True,300,1500,1261493,797.403919,0.626535,0.0,0.0,0.0,44009.28,0.373465,0,0,0,0,0,89,943,22930,151379.16,4192
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,AdaptiveRateLimit,True,300,1500,1261493,797.403919,0.626535,0.0,0.0,0.0,44009.28,0.373465,0,0,0,0,0,89,943,22930,151379.16,64
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,Oracle-Offline,True,300,1500,2525,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,303.0,0
m6_review_closure,baseline_medium_flood,m6close_baseline_medium_flood_s20260614,1800,512,8,100.0,1000.0,True,20260614,P3-NoPersist,True,300,1500,1260005,647.484584,0.770693,0.0,0.0,0.0,44472.96,0.231287,0,0,0,0,1880,61,43,2082,151200.6,5232
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,StaticRL,True,300,1500,138896375,53690.133359,1.0,0,0.0,0.0,5033488.32,0.0,0,0,0,0,0,1052,0,0,16667565.0,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,Random-RL,True,300,1500,139177049,53798.627368,1.0,0,0.0,0.0,5033488.32,0.0,0,0,0,0,0,1610,0,0,16701245.88,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,LRU-RL,True,300,1500,139113671,53774.128721,1.0,0,0.0,0.0,5033488.32,0.0,0,0,0,0,0,1484,0,0,16693640.52,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,Freq-RL,True,300,1500,138903920,53693.049865,1.0,0,0.0,0.0,5033488.32,0.0,0,0,0,0,0,1067,0,0,16668470.4,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,BudgetDoS,True,300,1500,1261535,816.527508,0.597217,0,0.0,0.0,45339.84,0.402783,0,0,0,0,0,10,1042,247428,151384.2,4192
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,AdaptiveRateLimit,True,300,1500,1261535,816.527508,0.597217,0,0.0,0.0,45339.84,0.402783,0,0,0,0,0,10,1042,247428,151384.2,64
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,Oracle-Offline,True,300,1500,2587,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,310.44,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260610,1800,512,8,1000.0,10000.0,True,20260610,P3-NoPersist,True,300,1500,1260008,908.44124,0.536142,0,0.0,0.0,45319.68,0.464631,0,0,0,0,1368,11,62,22566,151200.96,5232
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,StaticRL,True,300,1500,139097976,54271.547405,1.0,0,0.0,0.0,5040120.96,0.0,0,0,0,0,0,1027,0,0,16691757.12,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,Random-RL,True,300,1500,139379656,54381.449863,1.0,0,0.0,0.0,5040120.96,0.0,0,0,0,0,0,1587,0,0,16725558.72,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,LRU-RL,True,300,1500,139318793,54357.703082,1.0,0,0.0,0.0,5040120.96,0.0,0,0,0,0,0,1466,0,0,16718255.16,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,Freq-RL,True,300,1500,139102503,54273.313695,1.0,0,0.0,0.0,5040120.96,0.0,0,0,0,0,0,1036,0,0,16692300.36,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,BudgetDoS,True,300,1500,1261536,816.0,0.603199,0.0,0.0,0.0,45339.84,0.396801,0,0,0,0,0,10,1017,247757,151384.32,4192
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,AdaptiveRateLimit,True,300,1500,1261536,816.0,0.603199,0.0,0.0,0.0,45339.84,0.396801,0,0,0,0,0,10,1017,247757,151384.32,64
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,Oracle-Offline,True,300,1500,2563,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,307.56,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260611,1800,512,8,1000.0,10000.0,True,20260611,P3-NoPersist,True,300,1500,1260008,800.513342,0.614124,0.0,0.0,0.0,45319.68,0.386266,0,0,0,0,1555,11,102,22459,151200.96,5232
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,StaticRL,True,300,1500,138924106,54014.038103,1.0,0.0,0.0,0.0,5033367.36,0.0,0,0,0,0,0,1026,0,0,16670892.72,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,Random-RL,True,300,1500,139207798,54124.338258,1.0,0.0,0.0,0.0,5033367.36,0.0,0,0,0,0,0,1590,0,0,16704935.76,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,LRU-RL,True,300,1500,139138384,54097.349922,1.0,0.0,0.0,0.0,5033367.36,0.0,0,0,0,0,0,1452,0,0,16696606.08,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,Freq-RL,True,300,1500,138928633,54015.798212,1.0,0.0,0.0,0.0,5033367.36,0.0,0,0,0,0,0,1035,0,0,16671435.96,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,BudgetDoS,True,300,1500,1260938,1327.303158,0.369362,0.0,0.0,0.0,44896.32,0.630638,0,0,0,0,0,12,1622,247444,151312.56,4192
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,AdaptiveRateLimit,True,300,1500,1261546,811.805663,0.604199,0.0,0.0,0.0,44976.96,0.395801,0,0,0,0,0,8,1018,247440,151385.52,64
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,Oracle-Offline,True,300,1500,2572,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,308.64,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260612,1800,512,8,1000.0,10000.0,True,20260612,P3-NoPersist,True,300,1500,1260008,923.759531,0.530327,0.0,0.0,0.0,44956.8,0.470062,0,0,0,0,1347,9,119,22514,151200.96,5232
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,StaticRL,True,300,1500,139569712,53209.955013,1.0,0,0.0,0.0,5052479.04,0.0,0,0,0,0,0,1095,0,0,16748365.44,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,Random-RL,True,300,1500,139847871,53316.001144,1.0,0,0.0,0.0,5052479.04,0.0,0,0,0,0,0,1648,0,0,16781744.52,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,LRU-RL,True,300,1500,139793547,53295.290507,1.0,0,0.0,0.0,5052479.04,0.0,0,0,0,0,0,1540,0,0,16775225.64,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,Freq-RL,True,300,1500,139577760,53213.023256,1.0,0,0.0,0.0,5052479.04,0.0,0,0,0,0,0,1111,0,0,16749331.2,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,BudgetDoS,True,300,1500,1261528,819.706303,0.586733,0,0.0,0.0,45521.28,0.413267,0,0,0,0,0,11,1084,248361,151383.36,4192
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,AdaptiveRateLimit,True,300,1500,1261528,819.706303,0.586733,0,0.0,0.0,45521.28,0.413267,0,0,0,0,0,11,1084,248361,151383.36,64
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,Oracle-Offline,True,300,1500,2623,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,314.76,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260613,1800,512,8,1000.0,10000.0,True,20260613,P3-NoPersist,True,300,1500,1260007,778.262508,0.617232,0,0.0,0.0,45521.28,0.382768,0,0,0,0,1601,11,52,22620,151200.84,5232
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,StaticRL,True,300,1500,138999195,54233.006243,1.0,0,0.0,0.0,5033871.36,0.0,0,0,0,0,0,1024,0,0,16679903.4,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,Random-RL,True,300,1500,139289929,54346.44128,1.0,0,0.0,0.0,5033871.36,0.0,0,0,0,0,0,1602,0,0,16714791.48,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,LRU-RL,True,300,1500,139212970,54316.414358,1.0,0,0.0,0.0,5033871.36,0.0,0,0,0,0,0,1449,0,0,16705556.4,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,Freq-RL,True,300,1500,138999195,54233.006243,1.0,0,0.0,0.0,5033871.36,0.0,0,0,0,0,0,1024,0,0,16679903.4,4128
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,BudgetDoS,True,300,1500,1261539,815.474467,0.60359,0,0.0,0.0,45964.8,0.39641,0,0,0,0,0,8,1016,247416,151384.68,4192
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,AdaptiveRateLimit,True,300,1500,1261539,815.474467,0.60359,0,0.0,0.0,45964.8,0.39641,0,0,0,0,0,8,1016,247416,151384.68,64
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,Oracle-Offline,True,300,1500,2563,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,307.56,0
m6_review_closure,baseline_heavy_flood,m6close_baseline_heavy_flood_s20260614,1800,512,8,1000.0,10000.0,True,20260614,P3-NoPersist,True,300,1500,1260008,863.610692,0.569255,0,0.0,0.0,45944.64,0.430745,0,0,0,0,1442,9,57,22583,151200.96,5232
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260610,1800,512,8,100.0,1000.0,True,20260610,StaticRL,True,300,1500,14321111,5769.988316,1.0,0.0,0.0,0.0,502750.08,0.0,0,0,0,0,0,1019,0,0,1718533.32,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260610,1800,512,8,100.0,1000.0,True,20260610,P3-NoPersist,True,300,1500,1260004,682.559047,0.743755,0.0,0.0,0.0,44815.68,0.257454,0,0,0,0,1788,54,44,2060,151200.48,5232
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260611,1800,512,8,100.0,1000.0,True,20260611,StaticRL,True,300,1500,14379561,5522.104839,1.0,0.0,0.0,0.0,500532.48,0.0,0,0,0,0,0,1155,0,0,1725547.32,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260611,1800,512,8,100.0,1000.0,True,20260611,P3-NoPersist,True,300,1500,1260003,652.513206,0.741551,0,0.0,0.0,44291.52,0.259985,0,0,0,0,1867,61,42,2056,151200.36,5232
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260612,1800,512,8,100.0,1000.0,True,20260612,StaticRL,True,300,1500,14361005,5481.299618,1.0,0.0,0.0,0.0,503778.24,0.0,0,0,0,0,0,1079,0,0,1723320.6,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260612,1800,512,8,100.0,1000.0,True,20260612,P3-NoPersist,True,300,1500,1260002,615.836755,0.780916,0.0,0.0,0.0,44674.56,0.220229,0,0,0,0,1972,72,30,2112,151200.24,5232
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260613,1800,512,8,100.0,1000.0,True,20260613,StaticRL,True,300,1500,14523859,5468.320407,1.0,0.0,0.0,0.0,507568.32,0.0,0,0,0,0,0,1053,0,0,1742863.08,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260613,1800,512,8,100.0,1000.0,True,20260613,P3-NoPersist,True,300,1500,1260003,597.440967,0.794051,0,0.0,0.0,44432.64,0.208584,0,0,0,0,2026,80,42,2093,151200.36,5232
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260614,1800,512,8,100.0,1000.0,True,20260614,StaticRL,True,300,1500,14377589,5694.094653,1.0,0,0.0,0.0,506278.08,0.0,0,0,0,0,0,1032,0,0,1725310.68,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c8_s20260614,1800,512,8,100.0,1000.0,True,20260614,P3-NoPersist,True,300,1500,1260005,647.484584,0.770693,0.0,0.0,0.0,44472.96,0.231287,0,0,0,0,1880,61,43,2082,151200.6,5232
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260610,1800,512,16,100.0,1000.0,True,20260610,StaticRL,True,300,1500,13959670,5624.363417,1.0,0.0,0.0,0.0,494769.92,0.0,0,0,0,0,0,748,0,0,1675160.4,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260610,1800,512,16,100.0,1000.0,True,20260610,P3-NoPersist,True,300,1500,1240011,630.727874,0.792103,0.0,0.0,0.0,44223.36,0.209106,0,0,0,0,1907,48,43,2060,148801.32,5264
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260611,1800,512,16,100.0,1000.0,True,20260611,StaticRL,True,300,1500,13994917,5374.392089,1.0,0.0,0.0,0.0,492587.52,0.0,0,0,0,0,0,839,0,0,1679390.04,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260611,1800,512,16,100.0,1000.0,True,20260611,P3-NoPersist,True,300,1500,1240013,620.0065,0.768049,0.0,0.0,0.0,43826.56,0.233487,0,0,0,0,1938,49,41,2056,148801.56,5264
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260612,1800,512,16,100.0,1000.0,True,20260612,StaticRL,True,300,1500,13977647,5334.979771,1.0,0.0,0.0,0.0,495781.76,0.0,0,0,0,0,0,765,0,0,1677317.64,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260612,1800,512,16,100.0,1000.0,True,20260612,P3-NoPersist,True,300,1500,1240010,574.610751,0.823664,0.0,0.0,0.0,44124.16,0.177481,0,0,0,0,2084,64,29,2111,148801.2,5264
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260613,1800,512,16,100.0,1000.0,True,20260613,StaticRL,True,300,1500,14136432,5322.451807,1.0,0.0,0.0,0.0,499511.68,0.0,0,0,0,0,0,736,0,0,1696371.84,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260613,1800,512,16,100.0,1000.0,True,20260613,P3-NoPersist,True,300,1500,1240012,560.584087,0.832831,0.0,0.0,0.0,43925.76,0.169428,0,0,0,0,2130,70,30,2092,148801.44,5264
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260614,1800,512,16,100.0,1000.0,True,20260614,StaticRL,True,300,1500,14003372,5545.889901,1.0,0,0.0,0.0,498241.92,0.0,0,0,0,0,0,737,0,0,1680404.64,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c16_s20260614,1800,512,16,100.0,1000.0,True,20260614,P3-NoPersist,True,300,1500,1240012,619.077384,0.793267,0,0.0,0.0,43925.76,0.208713,0,0,0,0,1938,53,35,2080,148801.44,5264
m6_review_closure,capacity_direct_expansion,m6close_capacity_c32_s20260610,1800,512,32,100.0,1000.0,True,20260610,StaticRL,True,300,1500,13365714,5385.058018,1.0,0.0,0.0,0.0,478809.6,0.0,0,0,0,0,0,448,0,0,1603885.68,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c32_s20260610,1800,512,32,100.0,1000.0,True,20260610,P3-NoPersist,True,300,1500,1200029,562.6015,0.859388,0,0.0,0.0,43123.2,0.141821,0,0,0,0,2073,31,35,2058,144003.48,5328
m6_review_closure,capacity_direct_expansion,m6close_capacity_c32_s20260611,1800,512,32,100.0,1000.0,True,20260611,StaticRL,True,300,1500,13384018,5139.791859,1.0,0.0,0.0,0.0,476697.6,0.0,0,0,0,0,0,506,0,0,1606082.16,0
m6_review_closure,capacity_direct_expansion,m6close_capacity_c32_s20260611,1800,512,32,100.0,1000.0,True,20260611,P3-NoPersist,True,300,1500,1200027,551.99034,0.834869,0.0,0.0,0.0,42624.0,0.166283,0,0,0,0,2109,38,26,2056,144003.24,5328
