run_id,num_bonded,rl_capacity,attack_rpa_rate_per_min,seed,method,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,estimated_energy_uJ,sram_bytes
w3_nb128_rl32_atk0_s20260530,128,32,0,20260530,LRU-RL,290438,360.344913,1.0,0.0,0.0,0.0,0.0,0.0,34852.56,512
w3_nb128_rl32_atk0_s20260530,128,32,0,20260530,Freq-RL,290438,360.344913,1.0,0.0,0.0,0.0,0.0,0.0,34852.56,512
w3_nb128_rl32_atk0_s20260530,128,32,0,20260530,BudgetDoS,277478,344.265509,1.0,0.0,0.0,0.0,0.0,0.0,33297.36,512
w3_nb128_rl32_atk0_s20260530,128,32,0,20260530,P3-NoPersist,147,0.182382,1.0,0.0,0.0,0.0,0.0,0.0,17.64,512
w3_nb128_rl32_atk100_s20260530,128,32,100,20260530,FullScan-Host,775829,983.306717,1.0,0,0.0,0.0,12819.402647,0.0,93099.48,0
w3_nb128_rl32_atk100_s20260530,128,32,100,20260530,StaticRL,582069,737.730038,1.0,0,0.0,0.0,9614.551985,0.0,69848.28,512
w3_nb128_rl32_atk100_s20260530,128,32,100,20260530,LRU-RL,582069,737.730038,1.0,0,0.0,0.0,9614.551985,0.0,69848.28,512
w3_nb128_rl32_atk100_s20260530,128,32,100,20260530,Freq-RL,582069,737.730038,1.0,0,0.0,0.0,9614.551985,0.0,69848.28,512
w3_nb128_rl32_atk100_s20260530,128,32,100,20260530,BudgetDoS,288789,366.019011,1.0,0,0.0,0.0,4736.863162,0.0,34654.68,512
w3_nb128_rl32_atk100_s20260530,128,32,100,20260530,P3-NoPersist,263894,334.466413,1.0,0,0.0,0.0,8785.600932,0.0,31667.28,512
w3_nb128_rl32_atk1000_s20260530,128,32,1000,20260530,FullScan-Host,4226417,5612.77158,1.0,0,0.0,0.0,128262.689406,0.0,507170.04,0
w3_nb128_rl32_atk1000_s20260530,128,32,1000,20260530,StaticRL,3170001,4209.828685,1.0,0,0.0,0.0,96197.017055,0.0,380400.12,512
w3_nb128_rl32_atk1000_s20260530,128,32,1000,20260530,LRU-RL,3170001,4209.828685,1.0,0,0.0,0.0,96197.017055,0.0,380400.12,512
w3_nb128_rl32_atk1000_s20260530,128,32,1000,20260530,Freq-RL,3170001,4209.828685,1.0,0,0.0,0.0,96197.017055,0.0,380400.12,512
w3_nb128_rl32_atk1000_s20260530,128,32,1000,20260530,BudgetDoS,288753,383.47012,1.0,0,0.0,0.0,8713.764593,0.0,34650.36,512
w3_nb128_rl32_atk1000_s20260530,128,32,1000,20260530,P3-NoPersist,275365,365.690571,1.0,0,0.0,0.0,9161.773056,0.0,33043.8,512
w3_nb128_rl32_atk10000_s20260530,128,32,10000,20260530,FullScan-Host,38864662,49195.774684,1.0,0.0,0.0,0.0,1282826.671378,0.0,4663759.44,0
w3_nb128_rl32_atk10000_s20260530,128,32,10000,20260530,StaticRL,29148694,36897.081013,1.0,0.0,0.0,0.0,962120.003533,0.0,3497843.28,512
w3_nb128_rl32_atk10000_s20260530,128,32,10000,20260530,LRU-RL,29148694,36897.081013,1.0,0.0,0.0,0.0,962120.003533,0.0,3497843.28,512
w3_nb128_rl32_atk10000_s20260530,128,32,10000,20260530,Freq-RL,29148694,36897.081013,1.0,0.0,0.0,0.0,962120.003533,0.0,3497843.28,512
w3_nb128_rl32_atk10000_s20260530,128,32,10000,20260530,BudgetDoS,288790,365.556962,1.0,0.0,0.0,0.0,9507.215845,0.0,34654.8,512
w3_nb128_rl32_atk10000_s20260530,128,32,10000,20260530,P3-NoPersist,275045,348.158228,1.0,0.0,0.0,0.0,9126.415211,0.0,33005.4,512
w3_nb128_rl16_atk1000_s20260531,128,16,1000,20260531,FullScan-Host,4201591,4990.013064,1.0,0.0,0.0,0.0,127147.867508,0.0,504190.92,0
w3_nb128_rl16_atk1000_s20260531,128,16,1000,20260531,StaticRL,3676487,4366.374109,1.0,0.0,0.0,0.0,111254.384069,0.0,441178.44,512
w3_nb128_rl16_atk1000_s20260531,128,16,1000,20260531,LRU-RL,3680372,4370.988124,1.0,0.0,0.0,0.0,111254.384069,0.0,441644.64,512
w3_nb128_rl16_atk1000_s20260531,128,16,1000,20260531,Freq-RL,3678485,4368.747031,1.0,0.0,0.0,0.0,111254.384069,0.0,441418.2,512
w3_nb128_rl16_atk1000_s20260531,128,16,1000,20260531,BudgetDoS,348053,413.364608,1.0,0.0,0.0,0.0,10214.49647,0.0,41766.36,512
w3_nb128_rl16_atk1000_s20260531,128,16,1000,20260531,P3-NoPersist,331445,393.640143,1.0,0.0,0.0,0.0,10679.30086,0.0,39773.4,512
