run_id,method,paired_trace_id,scenario,duplicate_filter_window_s,seed,identity_label_for_scoring,visible_trace_sha256,probe_event_count,defer_rate,mean_delay_ms,p95_delay_ms,cache_path_rate,reserve_path_rate,host_scan_path_rate,budget_skip_path_rate,duplicate_filter_path_rate,rl_path_rate,mean_aes_attempts
m12_medium_flood_dup0_s20260619_nonbonded,P3-Persist,m12_medium_flood_dup0_s20260619,medium_flood,0,20260619,nonbonded,f0de202a932c048e28cf97b6fe2a88db9f8830b801a6a8d9148c5d37bc2e885b,300,0.003333,3.333333,0.0,0.0,0.91,0.086667,0.0,0.0,0.0,502.32
m12_medium_flood_dup0_s20260619_nonbonded,P3-NoPersist,m12_medium_flood_dup0_s20260619,medium_flood,0,20260619,nonbonded,f0de202a932c048e28cf97b6fe2a88db9f8830b801a6a8d9148c5d37bc2e885b,300,0.916667,916.666667,1000.0,0.0,0.0,0.083333,0.0,0.0,0.0,42.0
m12_medium_flood_dup0_s20260619_nonbonded,BudgetDoS,m12_medium_flood_dup0_s20260619,medium_flood,0,20260619,nonbonded,f0de202a932c048e28cf97b6fe2a88db9f8830b801a6a8d9148c5d37bc2e885b,300,0.0,0.0,0.0,0.0,0.0,0.083333,0.916667,0.0,0.0,42.0
