num_bonded,method,n,aes_attempts_total_mean,aes_attempts_total_sd,aes_attempts_per_legit_resolved_mean,aes_attempts_per_legit_resolved_sd,estimated_energy_uJ_mean,estimated_energy_uJ_sd
16,P3-Persist,5,3052.0,68.099192,280.795152,52.689248,366.24,8.171903
32,P3-Persist,5,9001.4,422.820648,408.948187,67.553589,1080.168,50.738478
64,P3-Persist,5,21538.0,571.835641,431.4784,48.799522,2584.56,68.620277
128,P3-Persist,5,46752.0,789.632826,446.663805,28.607563,5610.24,94.755939
256,P3-Persist,5,98257.6,901.028745,516.144234,21.859086,11790.912,108.123449
512,P3-Persist,5,198879.0,2704.664027,495.237268,14.073056,23865.48,324.559683
1024,P3-Persist,5,420221.6,4164.178046,542.952721,21.310509,50426.592,499.701366
