run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes,observation_loss_rate_requested,generated_event_count,observed_event_count,dropped_event_count,actual_observation_loss_rate,generated_legit_event_count,observed_legit_event_count,dropped_legit_event_count,actual_legit_observation_loss_rate,generated_background_event_count,observed_background_event_count,dropped_background_event_count,actual_background_observation_loss_rate,generated_attack_event_count,observed_attack_event_count,dropped_attack_event_count,actual_attack_observation_loss_rate,offered_legit_resolution_rate,observed_legit_resolution_rate,false_defer_observed_legit_rate,reserve_grant_background_count,duplicate_filter_background_count,cache_hit_background_count,host_scan_background_count,budget_skip_background_count
m13_main_e15_l0_d5000_s20260614,P3-Persist,True,300,1500,1352744,540.233227,0.957553,0.0,0.0,0.0,0.0,100.0,100.0,33284.16,0.050096,184,0,0,0,2309,3,9,22593,162329.28,6832,0.0,454094,454094,0,0.0,2615,2615,0,0.0,125418,125418,0,0.0,250437,250437,0,0.0,0.957553,0.957553,0.050096,0,0,0,846,93011
m13_main_e15_l0_d5000_s20260614,P3-NoPersist,True,300,1500,1260007,848.489562,0.567878,0,0.0,0.0,0.0,0.0,0.0,33203.52,0.432505,0,0,0,0,1469,9,64,22593,151200.84,5232,0.0,454094,454094,0,0.0,2615,2615,0,0.0,125418,125418,0,0.0,250437,250437,0,0.0,0.567878,0.567878,0.432505,0,0,0,844,93013
m13_main_e15_l0_d5000_s20260614,BudgetDoS,True,300,1500,1261549,809.203977,0.596176,0,0.0,0.0,0.0,0.0,0.0,33183.36,0.403824,0,0,0,0,0,10,1056,248791,151385.88,4192,0.0,454094,454094,0,0.0,2615,2615,0,0.0,125418,125418,0,0.0,250437,250437,0,0.0,0.596176,0.596176,0.403824,0,0,0,844,124574
