run_id,method,paired_trace_id,identity_label_for_scoring,rpa_value,event_id,action,aes_attempts,deferred,delay_ms,drop_reason,admission_path
m12_no_attack_dup0_s20260618_nonbonded,P3-Persist,m12_no_attack_dup0_s20260618,nonbonded,PRIVPROBE:0,5,host_scan,504,False,0,,host_scan
m12_no_attack_dup0_s20260618_nonbonded,P3-Persist,m12_no_attack_dup0_s20260618,nonbonded,PRIVPROBE:1,3929,host_scan,504,False,0,,host_scan
m12_no_attack_dup0_s20260618_nonbonded,P3-NoPersist,m12_no_attack_dup0_s20260618,nonbonded,PRIVPROBE:0,5,host_scan,504,False,0,,host_scan
m12_no_attack_dup0_s20260618_nonbonded,P3-NoPersist,m12_no_attack_dup0_s20260618,nonbonded,PRIVPROBE:1,3929,host_scan,504,False,0,,host_scan
m12_no_attack_dup0_s20260618_nonbonded,BudgetDoS,m12_no_attack_dup0_s20260618,nonbonded,PRIVPROBE:0,5,host_scan,504,False,0,,host_scan
m12_no_attack_dup0_s20260618_nonbonded,BudgetDoS,m12_no_attack_dup0_s20260618,nonbonded,PRIVPROBE:1,3929,host_scan,504,False,0,,host_scan
