suite,run_id,num_bonded,rl_capacity,background_rpa_rate_per_min,attack_rpa_rate_per_min,active_skew,rpa_rotation_interval_min,rssi_noise_db,seed,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
ablation,m3abl_flood_s20260531,128,8,100.0,1000.0,1.1,15,6.0,20260531,P3-NoCache,True,60,240,48075,641.0,0.646552,0,0.0,0.0,10860.0,0.353448,0,0,0,0,0,0,0,344,5769.0,1136
ablation,m3abl_flood_s20260531,128,8,100.0,1000.0,1.1,15,6.0,20260531,P3-NoBudget,True,60,240,525120,4526.896552,1.0,0.0,0.0,0.0,119100.0,0.0,0,0,0,0,103,13,0,0,63014.4,2096
ablation,m3abl_flood_s20260531,128,8,100.0,1000.0,1.1,15,6.0,20260531,P3-NoTrust,True,60,240,48001,640.013333,0.646552,0,0.0,0.0,10860.0,0.353448,0,0,0,0,74,0,41,3608,5760.12,2144
ablation,m3abl_flood_s20260531,128,8,100.0,1000.0,1.1,15,6.0,20260531,P3-NoRL,True,60,240,48001,510.648936,0.810345,0.0,0.0,0.0,10860.0,0.189655,0,0,0,0,93,0,0,344,5760.12,1104
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,ZephyrCache,True,60,240,521282,5487.178947,1.0,0,0.0,0.0,118170.0,0.0,0,0,0,0,81,12,0,0,62553.84,1024
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,Freq-RL,True,60,240,523267,5508.073684,1.0,0,0.0,0.0,118170.0,0.0,0,0,0,0,0,28,0,0,62792.04,1056
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,BudgetDoS,True,60,240,48056,800.933333,0.631579,0.0,0.0,0.0,10890.0,0.368421,0,0,0,0,0,4,35,3576,5766.72,1120
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,P3-NoPersist,True,60,240,48000,786.885246,0.642105,0,0,0.0,10890.0,0.357895,0,0,0,0,57,4,5,335,5760.0,2160
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,P3-NoCache,True,60,240,48056,800.933333,0.631579,0.0,0.0,0.0,10890.0,0.368421,0,0,0,0,0,4,5,335,5766.72,1136
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,P3-NoBudget,True,60,240,521520,5489.684211,1.0,0,0.0,6.0,118170.0,0.010526,0,0,0,0,81,14,0,0,62582.4,2096
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,P3-NoTrust,True,60,240,48000,786.885246,0.642105,0,0,0.0,10890.0,0.357895,0,0,0,0,57,4,34,3576,5760.0,2144
ablation,m3abl_flood_s20260601,128,8,100.0,1000.0,1.1,15,6.0,20260601,P3-NoRL,True,60,240,48002,640.026667,0.789474,0,0.0,0.0,10920.0,0.210526,0,0,0,0,70,3,3,335,5760.24,1104
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,ZephyrCache,True,60,240,535561,4824.873874,1.0,0,0.0,0.0,122250.0,0.0,0,0,0,0,100,10,0,0,64267.32,1024
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,Freq-RL,True,60,240,538755,4853.648649,1.0,0,0.0,0.0,122250.0,0.0,0,0,0,0,0,36,0,0,64650.6,1056
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,BudgetDoS,True,60,240,48077,600.9625,0.720721,0.0,0.0,0.0,10770.0,0.279279,0,0,0,0,0,3,31,3716,5769.24,1120
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,P3-NoPersist,True,60,240,48001,585.378049,0.738739,0.0,0.0,0.0,10800.0,0.261261,0,0,0,0,79,2,1,305,5760.12,2160
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,P3-NoCache,True,60,240,48077,600.9625,0.720721,0.0,0.0,0.0,10770.0,0.279279,0,0,0,0,0,3,1,305,5769.24,1136
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,P3-NoBudget,True,60,240,535680,4825.945946,1.0,0,0.0,0.0,122250.0,0.009009,0,0,0,0,100,11,0,0,64281.6,2096
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,P3-NoTrust,True,60,240,48001,585.378049,0.738739,0.0,0.0,0.0,10800.0,0.261261,0,0,0,0,79,2,29,3715,5760.12,2144
ablation,m3abl_flood_s20260602,128,8,100.0,1000.0,1.1,15,6.0,20260602,P3-NoRL,True,60,240,48001,551.735632,0.783784,0,0.0,0.0,10830.0,0.216216,0,0,0,0,85,1,1,305,5760.12,1104
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,ZephyrCache,True,60,240,524881,4771.645455,1.0,0.0,0.0,0.0,118890.0,0.0,0,0,0,0,98,11,0,0,62985.72,1024
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,Freq-RL,True,60,240,527597,4796.336364,1.0,0.0,0.0,0.0,118890.0,0.0,0,0,0,0,0,33,0,0,63311.64,1056
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,BudgetDoS,True,60,240,48083,552.678161,0.790909,0,0.0,0.0,10740.0,0.209091,0,0,0,0,0,4,23,3605,5769.96,1120
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,P3-NoPersist,True,60,240,48001,545.465909,0.8,0.0,0.0,0.0,10770.0,0.2,0,0,0,0,84,3,0,341,5760.12,2160
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,P3-NoCache,True,60,240,48083,552.678161,0.790909,0,0.0,0.0,10740.0,0.209091,0,0,0,0,0,4,0,341,5769.96,1136
