run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
m14_confirm_pool320_r1_p135_dup60_s20260626,P3-Persist,True,300,1500,3780007,2317.600858,0.631436,0,0.0,0.0,0.0,0.0,0.0,146563.2,0.368564,6,4994,305,241519,1608,10,45,63,453600.84,6832
m14_confirm_pool320_r1_p135_dup60_s20260626,BudgetDoS,True,300,1500,1260200,6000.952381,0.081301,0.0,0.0,0.0,0.0,0.0,0.0,45884.16,0.918699,0,0,1613,241519,0,10,760,5724,151224.0,4192
