run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes,observation_loss_rate_requested,generated_event_count,observed_event_count,dropped_event_count,actual_observation_loss_rate,generated_legit_event_count,observed_legit_event_count,dropped_legit_event_count,actual_legit_observation_loss_rate,generated_background_event_count,observed_background_event_count,dropped_background_event_count,actual_background_observation_loss_rate,generated_attack_event_count,observed_attack_event_count,dropped_attack_event_count,actual_attack_observation_loss_rate,offered_legit_resolution_rate,observed_legit_resolution_rate,false_defer_observed_legit_rate,reserve_grant_background_count,duplicate_filter_background_count,cache_hit_background_count,host_scan_background_count,budget_skip_background_count
m13_main_e15_l40_d1000_s20260628,P3-Persist,True,300,1500,1318974,957.860566,0.926649,0,0.0,100.0,0,100.0,100.0,46166.4,0.084118,117,0,0,0,1249,5,10,13494,158276.88,6832,0.4,332940,199353,133587,0.401234,2507,1486,1021,0.40726,25111,14907,10204,0.406356,250172,149951,100221,0.400608,0.549262,0.926649,0.084118,0,0,0,205,10939
m13_main_e15_l40_d1000_s20260628,P3-NoPersist,True,300,1500,1260007,1410.982083,0.600942,0,0.0,0.0,0.0,0.0,0.0,46025.28,0.399058,0,0,0,0,874,12,73,13494,151200.84,5232,0.4,332940,199353,133587,0.401234,2507,1486,1021,0.40726,25111,14907,10204,0.406356,250172,149951,100221,0.400608,0.356203,0.600942,0.399058,0,0,0,205,10939
m13_main_e15_l40_d1000_s20260628,BudgetDoS,True,300,1500,1260844,1472.948598,0.576043,0.0,0.0,0.0,0.0,0.0,0.0,46025.28,0.423957,0,0,0,0,0,12,630,147668,151301.28,4192,0.4,332940,199353,133587,0.401234,2507,1486,1021,0.40726,25111,14907,10204,0.406356,250172,149951,100221,0.400608,0.341444,0.576043,0.423957,0,0,0,205,14702
