run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes,observation_loss_rate_requested,generated_event_count,observed_event_count,dropped_event_count,actual_observation_loss_rate,generated_legit_event_count,observed_legit_event_count,dropped_legit_event_count,actual_legit_observation_loss_rate,generated_background_event_count,observed_background_event_count,dropped_background_event_count,actual_background_observation_loss_rate,generated_attack_event_count,observed_attack_event_count,dropped_attack_event_count,actual_attack_observation_loss_rate,offered_legit_resolution_rate,observed_legit_resolution_rate,false_defer_observed_legit_rate,reserve_grant_background_count,duplicate_filter_background_count,cache_hit_background_count,host_scan_background_count,budget_skip_background_count
m13_main_e1_l20_d5000_s20260611,P3-Persist,True,300,1500,1334783,935.377015,0.690373,0,0.0,100.0,0.0,100.0,100.0,33768.0,0.317852,148,0,0,0,1082,6,53,17873,160173.96,6832,0.2,452604,362526,90078,0.199022,2580,2067,513,0.198837,124955,100287,24668,0.197415,249392,199701,49691,0.199249,0.553101,0.690373,0.317852,0,0,0,819,74310
m13_main_e1_l20_d5000_s20260611,P3-NoPersist,True,300,1500,1260191,1019.572006,0.597968,0.0,0.0,0.0,0.0,0.0,0.0,33768.0,0.402516,0,0,0,0,1039,6,76,17873,151222.92,5232,0.2,452604,362526,90078,0.199022,2580,2067,513,0.198837,124955,100287,24668,0.197415,249392,199701,49691,0.199249,0.47907,0.597968,0.402516,0,0,0,819,74310
m13_main_e1_l20_d5000_s20260611,BudgetDoS,True,300,1500,1261221,1027.052932,0.594098,0.0,0.0,0.0,0.0,0.0,0.0,33747.84,0.405902,0,0,0,0,0,7,839,198027,151346.52,4192,0.2,452604,362526,90078,0.199022,2580,2067,513,0.198837,124955,100287,24668,0.197415,249392,199701,49691,0.199249,0.475969,0.594098,0.405902,0,0,0,819,99468
