run_id,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,reserve_grant_legit_p50_delay_ms,reserve_grant_legit_p95_delay_ms,reserve_grant_legit_p99_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes,observation_loss_rate_requested,generated_event_count,observed_event_count,dropped_event_count,actual_observation_loss_rate,generated_legit_event_count,observed_legit_event_count,dropped_legit_event_count,actual_legit_observation_loss_rate,generated_background_event_count,observed_background_event_count,dropped_background_event_count,actual_background_observation_loss_rate,generated_attack_event_count,observed_attack_event_count,dropped_attack_event_count,actual_attack_observation_loss_rate,offered_legit_resolution_rate,observed_legit_resolution_rate,false_defer_observed_legit_rate,reserve_grant_background_count,duplicate_filter_background_count,cache_hit_background_count,host_scan_background_count,budget_skip_background_count
m13_control_no_attack_worst_s20260629,P3-Persist,True,300,1500,1305042,1257.265896,0.672715,0.0,0.0,0.0,0,0.0,100.0,0.0,0.329877,89,0,0,0,740,23,24,0,156605.04,6832,0.4,152575,91395,61180,0.400983,2594,1543,1051,0.405166,124594,74641,49953,0.400926,0,0,0,0.0,0.400154,0.672715,0.329877,0,0,0,2477,53757
m13_control_no_attack_worst_s20260629,P3-NoPersist,True,300,1500,1260170,1408.011173,0.580039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.419961,0,0,0,0,701,24,29,0,151220.4,5232,0.4,152575,91395,61180,0.400983,2594,1543,1051,0.405166,124594,74641,49953,0.400926,0,0,0,0.0,0.345027,0.580039,0.419961,0,0,0,2476,53757
m13_control_no_attack_worst_s20260629,BudgetDoS,True,300,1500,1260881,1393.238674,0.58652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41348,0,0,0,0,0,24,638,0,151305.72,4192,0.4,152575,91395,61180,0.400983,2594,1543,1051,0.405166,124594,74641,49953,0.400926,0,0,0,0.0,0.348882,0.58652,0.41348,0,0,0,2476,72165
